测试情景编号,2024年利润/元,2025年利润/元,2026年利润/元,2027年利润/元,2028年利润/元,2029年利润/元,2030年利润/元
666,4922164.999818678,4886281.528729629,5202154.810927607,5002813.131563017,5468486.48252663,5306129.63540702,5633065.963583766
667,4889521.170370576,4898503.328012118,5331612.272384974,4911900.499492012,5364918.634145425,5154423.118829268,5471643.702117869
668,4985810.834542213,4938160.038188583,5143238.153013255,4913656.430941063,5497605.926259756,5345138.713526091,5598378.492294364
669,4939299.73150185,4772602.211037285,5188859.932588378,4997307.664637157,5387209.869361298,5277104.13793719,5487371.406979708
670,4964319.912449162,4906635.018651827,5235161.292712415,4981872.389807452,5408871.491410486,5264627.549141115,5607018.3892657235
671,4888312.09758249,4941097.229008224,5422415.485904476,4976316.023246916,5395390.90345653,5312153.430887481,5555827.894682063
672,4973989.392364848,4983222.96011897,5202682.364310594,4937532.975550761,5432987.229602743,5329097.562844662,5384969.194742578
673,5000083.982421401,4943366.737457325,5265270.080357198,5010406.160385236,5563174.552272741,5381359.234851557,5560202.940005619
674,4976729.130286392,4869026.388840123,5302923.602208169,5024690.342567274,5312193.314763799,5257230.957918552,5522205.007891221
675,4929155.690045493,4958442.270373886,5146768.870237948,5004349.350034274,5534650.153127126,5408030.323795731,5584555.631091656
676,5029677.44879479,4918616.052670942,5214957.995239795,4973736.2426849045,5527444.706757678,5337133.750590062,5594061.406223914
677,4867093.1490093535,4939959.839671921,5272956.983577323,4956148.434753817,5443220.5217223605,5410456.09062738,5578537.61988694
678,4894522.563411643,4922992.581594744,5344418.658807445,5013219.698259265,5473113.720928434,5388568.1855644835,5570386.941308772
679,4917968.02045142,4861302.38869662,5283153.796176702,5026519.561731698,5491195.692090776,5240162.82252706,5588812.902236555
680,4971195.675354147,4900810.463736232,5276179.828071285,4984169.0271125175,5378242.9936168725,5397776.938997701,5609619.180862904
681,4842211.285913346,4862761.328484489,5302757.710623521,4974789.3345373515,5449651.038790926,5375815.454000506,5611292.364441887
682,4870657.747761241,4919407.431178944,5370079.055513722,4915035.556036573,5348392.336561854,5282773.612113936,5524566.539368972
683,4894523.5492247585,4931635.423508335,5271410.983812227,4971926.202403016,5411384.148402818,5382251.375500834,5571482.8784328
684,4938784.073287216,4970477.593657492,5281538.302378363,4841674.08649391,5420173.714110617,5254757.465349488,5541853.284839431
685,4969042.671733749,4919012.60744176,5339746.432512019,4908393.03570602,5395476.071149674,5350135.181761979,5549319.997755069
686,4999057.671509093,4961188.3895938555,5244076.29390835,4897353.597549442,5445436.566507239,5390139.0207102075,5512134.989491225
687,4968791.844774892,4891948.784098581,5322024.896569714,4982940.829864717,5388887.58712842,5295881.216599373,5422895.704104754
688,4952589.459314817,4922390.475453568,5403186.841941068,4871950.932902294,5516071.324608317,5181520.357180713,5532871.774985775
689,4963752.729007431,4898720.003669403,5335458.079457302,4909354.504621985,5442912.518963246,5358163.2904725615,5537455.407346085
690,4848134.834890855,4944007.235985091,5216171.702905243,4926824.088083991,5462689.692085233,5239431.979574,5560531.607694662
691,4903880.461072731,4972769.232996013,5246906.353467904,4950307.047410184,5463433.1117062485,5359363.473336187,5524972.6216445
692,4933726.859616497,4890182.415344605,5265469.647328749,5057762.929898406,5411771.74605058,5408112.07816713,5521069.024905929
693,4993903.938995488,4983942.702362596,5291512.357056106,4974375.584952341,5472091.667167357,5323526.47418169,5486046.901294089
694,4845706.758934525,4867222.877385925,5346704.863477874,4976647.722841117,5488409.132823842,5362578.100119524,5487122.945026824
695,4898341.518254401,4957917.038928624,5222976.422312714,4903917.167633002,5407597.278771929,5267502.866477239,5492760.576136458
696,4965091.57216458,4835978.320916191,5283156.770844006,4978798.838236572,5485073.662064173,5220291.287175708,5364921.182474402
697,4997417.760452951,4902244.696653286,5180001.0684085395,4958634.342031082,5388025.734237298,5258787.464549049,5520840.670146607
698,5017303.010783874,4950077.880885193,5179078.095757892,5015789.3673989,5400524.794746245,5213404.0422351835,5579964.861844251
699,4948999.466731883,4877856.297271534,5315394.468809157,5055918.438571594,5513644.761049353,5191238.064087893,5549901.908238948
700,4850661.938824326,4922744.556546017,5333346.5015885215,4965588.818687821,5409235.532194631,5287822.739037252,5527077.970702988
701,4983473.567770701,4875084.526753852,5135119.219195494,4912838.251115715,5350779.616691506,5343235.4741997775,5431096.404463
702,4933632.2765774075,4808429.383178997,5238663.065398954,4970486.476017015,5430911.979211228,5377316.569407919,5586591.84722197
703,4943218.482923442,4946809.822450387,5291750.690755269,4882221.693665969,5499134.753670832,5459868.431680272,5602240.040416742
704,4998973.696046545,4806226.966813753,5329328.02587321,4913873.149202772,5384793.273829775,5236582.699979993,5572761.5141867325
705,4908612.280023286,4832292.669773646,5218594.568280135,5074847.549019319,5481779.730045497,5252132.202635979,5518544.16951058
706,4922748.899272326,4865037.444170421,5147714.40548253,4888178.19598645,5338574.011973722,5266574.029108132,5511547.992204589
707,4919050.912591656,4896353.48854436,5158773.164462729,4986592.954139223,5581038.20182883,5365818.220312411,5611520.971286776
708,4850264.482958209,4840992.313711886,5300685.7088442035,4971111.3058141945,5514026.334656298,5327067.020546287,5471382.50041484
709,4874427.390769554,4834743.500797221,5311927.607564969,4965770.869790406,5410225.926180223,5462972.381538151,5462852.54322251
710,4882059.245894425,4911968.002614543,5290654.979553362,5035637.303603014,5440524.133026209,5273086.126060888,5468909.258141554
711,4916646.140271638,4906120.428224543,5275905.580504206,4941413.153798943,5411440.366598773,5367623.626168527,5505590.405555429
712,4877927.846325212,4920549.686206352,5280288.335400725,5007598.32422503,5467684.498821099,5329610.750509829,5502518.672640686
713,5004140.489027201,4884923.751998119,5296932.685355385,5025415.047665055,5434535.256988494,5399920.658610585,5523477.403312801
714,4993477.12958188,4994328.479200676,5426375.075377644,4824752.745551881,5390682.461291087,5347043.306082972,5518907.018775948
715,5016371.075992312,4963133.114416175,5235301.223062056,4978101.083265896,5486111.937520521,5276943.936023046,5708436.626245001
716,4963560.998254258,4882350.400362968,5208915.568246497,4882833.9469344355,5435011.972193009,5252959.2560097845,5562927.262472773
717,4955984.486014069,4873729.927956545,5156994.2008628175,4973452.911821723,5456656.805180838,5206958.671786854,5523491.426433804
718,4900175.918410113,4877123.038163987,5160036.975242012,4874764.935543176,5472811.031561303,5211430.350107498,5529335.129127643
719,4876952.241619615,4884722.179851319,5300029.755623519,4866914.765516279,5418042.252219375,5352869.049442739,5558512.9987898525
720,4833290.303766899,4880084.204488698,5335691.978859916,4942579.713819791,5395741.98857528,5278648.49235923,5537576.071996854
721,4856392.834135174,4946332.994743483,5206448.043557494,4901352.874692386,5373869.055617248,5338800.032044785,5481929.1800201
722,4960360.003540662,4855719.509506758,5168296.496466752,4986844.094308319,5443803.059489002,5277662.938945858,5466757.719270505
723,4975368.605257032,4866009.450862557,5319640.938207936,4940139.454788611,5529701.296960354,5209668.591877281,5654776.66736091
724,4851047.177508249,4927076.0840907,5227845.240807312,4932503.831039768,5450023.045438068,5355311.491697084,5509507.99517531
725,4903381.700511311,4921602.623528518,5238159.804317745,4946297.442182792,5553005.9890676495,5350787.123355295,5565374.283170315
726,4936655.3345442265,4922164.804833087,5231300.43339333,4960363.518459921,5473855.77818511,5423535.607965402,5525659.7295710165
727,4875879.203996904,4862447.10701022,5325168.6449143775,4989691.450268314,5357349.48918779,5231941.847292377,5581916.793861799
728,4924989.4696579315,5010566.592192252,5203237.246161798,4990798.443880907,5518336.852736863,5357656.068194898,5515996.515448769
729,4888305.749624214,4914084.217506994,5254153.601598669,4969209.517138339,5402975.182992675,5410277.786082784,5501323.760854768
730,4894023.595849392,5026657.785467914,5345637.26588174,5001525.975033996,5516658.538921149,5372598.361796792,5657366.184604383
731,4908788.938794813,4984634.9639711045,5253882.4917556355,4987411.493916406,5510634.429163382,5375305.393985381,5607145.350338522
732,4871101.46992864,4958035.476643967,5343328.029978385,4998142.385894324,5463290.6341494145,5284671.160775503,5628906.106878207
733,4932790.609191965,4970642.657028101,5214242.463699296,4890244.36061058,5428416.490693392,5427279.502216935,5501770.948151138
734,4952674.612909759,4924428.325633176,5259045.575937876,4943297.718595281,5377473.524959208,5336385.1798268575,5458570.480220234
735,4950669.993684558,4997626.129805329,5221553.27523388,4943342.740337609,5486213.794025887,5250783.071903575,5531882.414674069
736,4964455.990186891,4902372.538375634,5255627.78808497,5070749.3169317255,5418939.812754956,5403122.532288132,5617477.050110888
737,4825190.472294955,4979650.963651218,5341248.881648915,4972319.485784797,5457022.804616479,5273906.130469557,5666261.586587161
738,4999721.466801195,4901372.354789595,5351558.106986923,4906969.038202183,5617757.944589397,5358899.276926235,5474044.272115598
739,4912725.593994799,4825206.149808139,5238992.507095494,4903367.512197355,5491401.295225728,5301089.618434901,5633539.230449569
740,4961228.2012214735,4775997.707267553,5358042.571681917,5034036.917525912,5404385.966013992,5214926.393600758,5540533.310591122
741,4940444.910725182,4911962.6020317,5327501.199716953,4965288.676065888,5471884.556430471,5293385.526828108,5641363.312928876
742,4856688.5689068455,4955289.036642342,5386982.347639832,5018055.52307071,5482320.268887088,5321360.177533416,5594966.402449325
743,4920322.7496116925,4910605.308292428,5319153.480261041,4989872.565795079,5443999.893547727,5216747.62430824,5606459.7837767815
744,4926776.580073173,4924648.903082674,5425113.28141094,5012639.65917084,5337734.877906601,5341623.056324577,5547980.75786812
745,4845174.434432402,5049345.328758097,5331911.548930161,4932142.903720252,5310562.987597164,5337340.852252476,5577436.0510238
746,4881316.737492765,4907604.42242412,5185068.689901251,4885223.494641384,5410783.509495788,5368942.294461295,5548880.318380513
747,4951428.659866098,4915654.0206734445,5287944.543773953,4993439.381134512,5299112.234496725,5387010.240501996,5562885.606178185
748,4943637.3117890945,4869244.112945006,5258681.494440246,4986066.1274110535,5452586.513519858,5391847.959088691,5636425.5083866855
749,4977764.203840163,4988816.2460129205,5175960.827336849,4967803.567487743,5358751.509070421,5316078.398122618,5370987.82709241
750,4959565.760359451,4812959.892335638,5336059.116864327,4956700.4281783905,5270443.605766976,5258541.558060139,5526446.408202352
751,4928872.685258038,5029678.865297407,5246793.818188732,4941080.9393967725,5396640.443412479,5433254.045331629,5605129.631063183
752,4937439.710226929,4752222.13413696,5258521.155849357,5022851.563368963,5483835.3122525625,5288482.359854973,5508601.936384791
753,4965734.561972165,4923452.091713661,5338185.739084179,4966662.44502103,5438689.979026055,5358372.106048481,5528334.30897804
754,4912614.088459712,4907486.541946998,5279835.456628864,5027935.816867044,5441688.673550824,5254435.502643299,5609936.703952591
755,5003448.806036176,4922525.64618739,5214218.907393821,5017129.880503922,5399362.639616915,5285992.124509431,5675873.936398794
756,4937698.598880265,4905746.188807758,5291130.092332991,5076626.963173553,5435441.120168276,5330459.282737207,5601517.792764303
757,4953145.288866596,5053641.962862098,5260704.434679363,4926211.574690276,5556773.033207713,5186413.257255757,5535652.411013586
758,4874852.858655189,4823554.078280573,5160569.23154191,4890178.563216142,5430569.1513414765,5374604.099260876,5471780.073266112
759,4992178.449389553,4940066.308295376,5266444.641810765,5041585.5910144495,5454251.222257796,5346763.276311988,5564249.393934602
760,4965461.903058171,4931367.639988625,5378640.690365747,4958033.6108697085,5446571.211531602,5394571.089844214,5560940.43101832
761,4889131.940747621,4953079.360347037,5342141.7265242115,4980248.951672966,5442659.850822318,5396804.243628356,5617282.815920971
762,4947073.153229877,4996752.927119251,5298285.004832967,4918797.666218057,5533747.653856471,5300880.188877806,5530499.414312226
763,4970649.624777924,4872826.705190743,5295192.6913851015,4996251.830401456,5394780.867088295,5208923.244736887,5594801.822418455
764,4985539.417930766,4912038.206652643,5196020.758828805,4966181.449374896,5435706.415505992,5203906.918913955,5551597.412913969
765,4879009.537146885,5005071.930270657,5240559.826072805,4945402.67078165,5449047.111196779,5400939.890695384,5500904.902790653
766,4894611.188445474,4869534.653905745,5294087.253640314,4968254.169486599,5413499.986211381,5397474.584843535,5674633.605096126
767,4895940.957040872,4943440.557494822,5259275.160162537,4934731.7351234825,5409937.875819791,5248130.378971163,5600903.340249691
768,4854150.653609442,4834171.040866077,5149328.823315201,4915632.609615813,5470582.076583036,5356717.656222263,5458515.5981225725
769,4922184.856344763,4868427.409151364,5266225.103764893,4945114.945146303,5518492.930524833,5329654.351804055,5550778.024458285
770,5021081.469178446,4930548.790344337,5177494.981171581,4933763.5844631605,5407817.095348867,5383704.723734463,5526032.771831124
771,4904695.06176728,4851827.723301209,5268780.717714219,4926713.401889298,5505774.613256221,5330888.876633169,5455164.026635446
772,4853249.357003807,4856272.617672751,5253224.583037517,4956450.997483343,5510049.917835711,5441177.010533119,5632334.258712608
773,4928652.238336423,4952559.623527967,5346415.658097352,4911252.064366771,5348858.573557802,5265124.132317739,5581167.407864704
774,4978514.951048695,4851265.726248585,5219125.523493966,4904079.427389766,5397375.857618045,5347245.416232169,5498351.744924406
