测试情景编号,七年累计利润/元,七年销售收入/元,七年种植成本/元,七年总产量/斤,七年正常销量/斤,七年滞销率
952,36377574.1651621,43997823.438813925,7620249.2736518225,10929002.052905217,8036306.887244415,0.26468063155792415
953,35997179.897265255,43510677.32909791,7513497.431832652,10995384.873804266,7965416.178073663,0.2755673157880349
954,36563828.68833793,44077349.7789238,7513521.0905858725,11059112.986280845,8043719.783357222,0.27266139758806224
955,36987391.79012374,44527337.87287643,7539946.082752688,11163874.824584942,8098642.336928733,0.27456707781298245
956,36117556.61942867,43662197.91936596,7544641.299937287,11015227.741977826,7961212.832040917,0.27725390536397104
957,36394885.00805472,43937152.73399083,7542267.725936118,10943384.947276084,8019224.97051144,0.267207997420624
958,36503478.71945363,44049457.342199996,7545978.622746363,10941388.67845223,8030143.258735249,0.26607640997621573
959,36376292.54943083,43925922.60072594,7549630.051295107,11000088.880760204,7986698.122674544,0.27394240089789235
960,36422265.39670832,43987427.65175268,7565162.255044363,11128210.847020186,8038056.751318872,0.2776865156656129
961,36267878.90410905,43825109.443481155,7557230.539372105,10987074.352299515,7980209.439104747,0.2736729375609853
962,36112423.98374565,43676401.66823487,7563977.684489225,10983622.540654313,7942980.883421327,0.2768341360947615
963,36463939.58973828,44024157.26428398,7560217.674545705,11088193.926294468,8065199.718175076,0.2726317945207185
964,36456348.345306545,44025224.5779718,7568876.232665265,11023873.230282705,8047614.095445222,0.2699830697128905
965,36382122.35859927,43873736.12971139,7491613.771112126,10934419.914214522,7984465.906379597,0.26978605458530497
966,36186316.50838816,43741111.376771085,7554794.868382921,11025149.681888774,8017340.8451373,0.2728134241744091
967,36246721.420343675,43735695.60637474,7488974.186031058,10968422.678642478,7962884.1567054745,0.2740173870021745
968,36471193.88161573,44047726.666751556,7576532.785135829,11086064.42221274,8026918.231178652,0.2759451934001565
969,36504035.11602327,44055589.41493443,7551554.2989111515,10951723.120157378,7958808.051635623,0.2732825725855957
970,36367715.33011286,43938764.904264405,7571049.574151543,11015708.60617582,8045630.62799526,0.26962205377468157
971,36158389.41648725,43707327.82922235,7548938.412735093,11048120.471130647,8005257.7838484775,0.2754190357747581
972,36233699.266877696,43784648.63862945,7550949.371751761,10979793.123654261,7976701.162956638,0.2735107963216472
973,36747393.36482928,44261039.61774172,7513646.252912441,11225560.696599595,8105261.570157653,0.27796376597804434
974,36196113.39881424,43735213.12304875,7539099.724234525,10996098.95557118,7939336.613779288,0.27798607070948395
975,36497050.57966299,44051141.33208502,7554090.752422025,11071773.52403766,8039900.839261854,0.2738380331022288
976,36377541.86012822,43936215.22811109,7558673.367982874,11121769.50757735,8012039.404212159,0.27960749422531256
977,36550917.431453854,44133790.12806833,7582872.696614478,11124535.552238803,8030841.530031949,0.2780964659314924
978,36378129.085154146,43939632.17804076,7561503.092886616,11064390.752590973,8026684.033652458,0.2745480331329737
979,36132324.835178,43698148.763708346,7565823.928530343,11015445.21513357,7954562.010850523,0.2778719465716967
980,36415383.50954159,43965697.18197186,7550313.672430262,10907559.851291401,7994918.449272014,0.2670296053131026
981,36554091.753512785,44092727.56851598,7538635.8150032,11110837.30153538,8077199.997225551,0.2730340857291302
982,36516841.83736214,44046211.52742276,7529369.690060626,11012539.612728156,8020733.9283117745,0.27167263770461175
983,36684562.249581195,44216901.19550106,7532338.945919864,11103818.404104682,8065190.476360673,0.27365612595219835
984,36578667.23760846,44109917.28861722,7531250.051008768,10987915.52586501,8054370.562394548,0.26697920607098247
985,36206109.1514465,43739578.25991391,7533469.108467415,11085953.621528368,7998930.8673036955,0.27846253553053196
986,36296431.13762513,43823001.64847929,7526570.510854163,10991281.742563356,7979289.735396418,0.2740346465238084
987,36345186.0775583,43891660.75036855,7546474.672810255,11093183.133522466,8033492.608410059,0.2758171832452973
988,36381390.45883876,43941719.971039966,7560329.5122012235,11072576.853298182,8014123.404862867,0.276218760001137
989,36479924.815624624,44032693.38784793,7552768.572223308,11162945.916609302,8028685.26815806,0.2807736122583725
990,36314905.016190894,43827100.7105596,7512195.694368707,10887768.310292367,8003235.672666036,0.26493332291977045
991,36073285.78530842,43633920.86160916,7560635.076300744,11001296.921719186,7970529.732774404,0.27549180887585395
992,36134150.59596901,43687336.921611674,7553186.325642675,11053511.243327292,7985886.7027921975,0.27752489439832406
993,36290524.051275216,43859622.1126632,7569098.061387988,11148401.401423989,8012305.105945866,0.2813045729657302
994,36446598.968743265,44042733.87631033,7596134.907567071,10983608.854014987,8056025.08531566,0.266541153059103
995,36587339.39100751,44103640.51209044,7516301.1210829215,10982277.558633247,8034155.360571936,0.26844360674018586
996,36392488.65737918,43932475.682705864,7539987.025326688,11024604.717390362,8032563.045835666,0.27139673015532323
997,36249052.185250394,43769034.217814565,7519982.032564161,10989042.981048863,7958292.802219896,0.27579746335105276
998,36240513.80758408,43763706.99079126,7523193.1832071785,10948146.904631933,7960284.025066588,0.27291037520708117
999,36309326.815949656,43862639.86651577,7553313.0505661145,11010947.859559478,7979068.810866681,0.27535132191735723
1000,36431604.467976,43954578.270842396,7522973.802866408,11145754.04174327,8021720.60693232,0.2802891058882841
1001,36521817.18916575,44020293.01179941,7498475.822633667,10984801.356928721,7998075.07696053,0.27189624854565964
1002,36519990.61590876,44065461.412931964,7545470.797023203,10995350.226795912,7953247.510830713,0.27667174334761313
1003,35966991.42153209,43546678.02888778,7579686.607355698,11024352.27954836,7951011.722426421,0.2787774264818618
1004,36293114.61562748,43821189.7126879,7528075.0970604215,10978049.918356346,8028327.1762734,0.26869277913837214
1005,36327447.35534759,43872406.5454701,7544959.190122511,11034988.33870916,8001665.313357702,0.27488230456130114
1006,36482151.915628634,44035887.50634348,7553735.590714846,11026024.828034455,8006351.191514593,0.27386784300014694
1007,35903705.504415914,43456178.78142663,7552473.277010718,10886998.629084837,7945889.417765012,0.2701487628980307
1008,36374181.693247765,43916923.628028795,7542741.934781029,10913324.682402302,7978091.61113367,0.26895864978723527
1009,36545968.80327813,44114825.55559385,7568856.752315712,11025051.874694822,8033033.560461283,0.2713836041988111
1010,35868760.5472311,43427792.477035865,7559031.929804778,10900499.688770533,7902837.032576125,0.27500231565370686
1011,36595054.08673102,44119015.291544944,7523961.204813932,11015857.568767216,8010069.807627146,0.2728600785164697
1012,36094889.68643449,43631195.38507247,7536305.698637975,11062883.174619751,7981710.143611581,0.27851446882101555
1013,36431321.024209455,43997987.761653006,7566666.737443548,10970643.58946477,8003319.028860124,0.27047862200666156
1014,36724552.75720994,44249506.878823996,7524954.121614059,11105169.081072515,8036013.561864948,0.27637179558468766
1015,36373840.24990875,43891445.43853178,7517605.18862303,11126102.047230456,7997278.732139766,0.2812146879301297
1016,36494296.6052379,44055675.93446225,7561379.329224342,11116424.198812503,8019486.6690339595,0.2785911615453978
1017,36441354.61143314,43961885.75098909,7520531.139555952,10999663.435586121,8024127.69425138,0.2705115259898121
1018,36493595.658181526,44026517.04650681,7532921.388325281,11077845.728673127,8033251.604305033,0.2748362993075159
1019,36276852.24434406,43860633.74062476,7583781.496280703,11012509.509741114,7991669.581781207,0.2743098587372682
1020,36206111.92174978,43780586.61330619,7574474.691556415,10970975.752696767,7947139.817141313,0.27562142180581956
1021,36331812.23550584,43892248.50262186,7560436.267116014,11048434.080202563,8003827.560622188,0.2755690532684569
1022,36522501.54350248,44041075.16202042,7518573.618517933,11050226.649584908,8037691.694370164,0.2726220059321505
1023,36228271.463946156,43742134.685424894,7513863.221478736,11033426.592273328,8056545.292316475,0.2698056922807239
1024,36946464.63336941,44443618.08112514,7497153.447755729,11137394.09401004,8097658.413926932,0.272930602475309
1025,36339508.51078215,43907394.719491705,7567886.20870955,10893900.643325489,7969262.048163924,0.26846569387003194
1026,36476243.29675951,44064095.07137664,7587851.774617131,11061039.023374164,8065225.111097078,0.27084380644045636
1027,36575650.41305521,44170200.24793575,7594549.834880538,11120958.428884968,8038248.732557643,0.27719820337790885
1028,36262929.6370542,43812715.44574232,7549785.808688115,10930339.901082665,7998299.7173181195,0.26824785050592276
1029,36357349.14270809,43899791.61195048,7542442.469242384,11031212.911069896,8030626.572564593,0.27200874125946706
1030,36779404.994638085,44317743.117965356,7538338.123327269,11032720.996270988,8069206.401805195,0.2686113965419272
1031,36513501.49611463,44032300.732578024,7518799.23646339,11045888.862559315,8003077.456057113,0.2754700363513514
1032,36821153.107747816,44371150.68685544,7549997.579107618,11038880.957898697,8066690.032261066,0.26924748414022226
1033,36169344.97583565,43708257.42859994,7538912.452764293,11057472.012809282,8003356.003904593,0.27620381994787924
1034,36351009.85458294,43906510.566983625,7555500.712400679,11050651.454389129,8001557.347911538,0.2759198513375013
1035,36172321.491595685,43728360.62378636,7556039.132190674,11069279.618421962,8006091.099724454,0.27672880479047807
1036,36325933.53081477,43840852.55321676,7514919.022402003,11093566.099253563,8008324.995060151,0.27811085061286145
1037,36196216.83748676,43723762.41710969,7527545.579622933,10938531.926939452,7970309.599082622,0.2713547254496449
1038,36780562.703142874,44331104.51652652,7550541.813383644,11098301.837173272,8102803.623161725,0.26990599624694456
1039,36352694.23878213,43855585.32819196,7502891.089409833,10940873.42529284,7986399.395611595,0.27004005209046333
1040,36309251.84239816,43796729.87858429,7487478.036186129,11082592.168954922,8039727.377782562,0.27456255222457576
1041,36793204.79879255,44341113.29982287,7547908.50103031,11024606.278128995,8076139.59851559,0.2674441703612289
1042,36346062.975764416,43895145.046141505,7549082.070377085,11160535.182578672,8018929.983709523,0.2814923431067283
1043,36572438.07113318,44069756.21024145,7497318.139108273,11098299.711690318,8039337.090323286,0.27562443805197423
1044,36601357.3016026,44135982.23010803,7534624.928505436,11067941.656994365,8029724.6752477335,0.2745060532395051
1045,36653789.9663949,44197897.7356975,7544107.7693026075,11111119.40029876,8085742.223667866,0.2722837427657871
1046,36403230.545448884,43967566.77334365,7564336.22789477,11014098.413961278,7999155.878230859,0.27373484623205574
1047,36268316.12295319,43818606.183208026,7550290.060254831,11028752.106863393,8028131.034837175,0.2720725829134265
1048,36362923.56675561,43897907.65560596,7534984.088850351,11058081.268358475,7998263.522177711,0.2767042194685354
1049,36698997.89541552,44257129.42185762,7558131.526442096,11204450.366205005,8051845.512870356,0.28137077235341884
1050,36018647.56632211,43533350.30826901,7514702.741946899,10994649.563481268,7935093.5418399265,0.2782768112777016
1051,36571937.3461657,44088033.8530125,7516096.506846793,11145891.037076415,8018492.777181398,0.280587550110784
1052,36718960.112373404,44215631.18833344,7496671.075960027,11085396.933795318,8078688.159402486,0.27123149422159865
1053,36317647.00055566,43869341.39552077,7551694.39496511,11063177.939108586,8015223.861624455,0.2755043889070557
1054,36169261.9790792,43708965.027290545,7539703.048211343,10959998.716677563,7924232.330096382,0.2769860166098131
1055,36474936.96441423,43976545.18724992,7501608.222835692,11037230.444349466,7996072.503032059,0.275536327401258
1056,36243455.29190609,43836102.01220114,7592646.720295047,10906398.9949652,7955186.957345776,0.27059454169811803
1057,36109388.940310046,43645460.29211165,7536071.351801608,11013928.432331603,8009754.281249532,0.2727613648063355
1058,36792117.70070978,44316310.24269526,7524192.541985468,11141211.595253574,8053224.525964973,0.27716797611169675
1059,36415823.240172304,43938895.05830845,7523071.81813615,11005132.083157312,7998333.49580813,0.2732178555086045
1060,36573573.063246965,44135905.33728083,7562332.274033864,11103060.29085362,8036990.602576879,0.27614636036899487
1061,36966353.03949973,44514886.22789108,7548533.188391352,11224070.504594887,8115806.315128317,0.2769284270081977
1062,36258541.44397843,43775460.34427736,7516918.900298922,10978373.337266391,7985232.656469234,0.27263972437855233
1063,36374913.84082015,43888695.47714906,7513781.636328913,11060529.897221735,8051214.068456454,0.27207700324748296
1064,36509414.889244154,44047852.63320397,7538437.7439598115,11139670.075849406,8036231.35327655,0.278593414476525
1065,36512145.45474382,44095704.15209,7583558.697346188,11161451.696088089,8058201.767614216,0.2780328234150324
1066,36034256.527459584,43637251.73887356,7602995.211413989,10953288.194990776,7954298.8252700195,0.27379808842172826
1067,36562279.90288344,44115667.223839775,7553387.320956327,11055483.152196623,8025373.656029012,0.2740820509111405
1068,36110739.73021275,43693551.015775755,7582811.285562999,11074371.740868788,8038681.716156354,0.27411848687628426
1069,36250937.78017878,43768280.63371358,7517342.853534796,11051113.515142057,8006404.835086518,0.2755114836060392
1070,36330575.37931961,43925867.42496176,7595292.045642153,11082314.285623824,8030903.840589451,0.27534054407685565
1071,36546372.70225511,44110218.14992964,7563845.447674535,11069945.498786801,8047538.38766119,0.27302818351335595
